[39, -78, 86, -67, -83, -71, -72, 97, 58, 35, -80, -71, -40, 97, 11, -65, 39, 18, -63, -47, 89, -67, -20, -54, -30, 21, -56, 18, -91, 0, 8, -40, -92, -88, 49, -35, 78, -50, -46, -27, 99, -25, -73, 97, 45, 62, -67, -30, 69, 54, 87, -82, -64, 96, 34, -23, 55, 6, 77, -81, 88, 84, 57, 26, 15, -98, 58, -17, -80, 79, 39, 19, -12, -9, 75, 98, 0, 86, 42, 11, -27, -94, -99, -42, 57, -43, 32, -85, -49, -30, -58, 36, 89, 100, 52, -4, -89, -21, -24, 89, 28, 25, -37, 61, -9, -67, -22, -32, 29, 33, -85, -1, -76, 53, -89, -34, 39, -27, 58, 41, 66, -71, -71, -88, 58, 17, -66, 4, -28, 20, -87, 58, 31, -70, -90, -42, -17, -41, 40, -76, 59, -16, 81, 40, -59, -87, 74, 22, 29, 69, 41, 36, 15, 49, -80, -54, 40, 50, -59, 22, -16, -29, 57, 11, 25, -20, -77, 65, 98, -97, -35, -4, 17, 46, 33, -11, 36, 23, -34, -84, 85, 65, -32, -10, 91, 10, -50, 37, -24, -79, 59, -75, 40, -78, -8, 86, -87, -91, -51, -98, -50, 80, 10, 97, -37, 10, 22, -54, -90, 16, 54, -68, 91, 1, -30, -11, 28, -25, 9, 1, -69, -75, 79, 42, -14, -38, 31, 49, 36, -50, -6, -64, 52, 82, -8, 17, 34, 50, 5, 30, -61, 88, -68, 8, 10, 47, 59, 24, 33, 50, 55, 40, -82, -74, -4, 88, -40, -94, 3, 59, 68, -39, 37, 83, 53, -34, -5, -41, 49, -58, 48, 18, -7, -44, -28, -50, -52, -99, 69, -9, -34, -6, 0, -30, -47, 1, 44, -5, 99, 42, 36, 91, 24, 94, -84, -13, -23, -33, -35, -55, 95, -12, -37, 81, 86, -10, 94, -75, 66, 28, 20, 2, -99, -32, 93, 5, 78, -66, 35, 11, 72, -56, -6, -74, -51, -16, 13, 99, 68, -58, -15, -32, -62, -34, -49, -27, -6, 7, -57, -11, -29, -82, -100, 63, -25, 1, 67, -1, -65, 74]
[72, 73, 29, -78, -87, 24, -39, 53, 24, -63, -80, 31, -30, 2, -73, 73, 1, 42, -56, -27, 66, -82, -73, -26, 60, -24, 0, -66, 45, -64, -18, 56, -54, 66, -55, 62, 26, -75, 45, -71, -34, -96, 83, -33, 42, 28, -83, 68, 4, -25, 39, -49, 90, 29, -29, -76, 3, -70, -81, -90, 78, 57, -16, 100, -46, -88, -43, 33, -77, -95, -38, -86, 28, -52, -51, 72, -12, -69, -46, -91, 87, -14, 5, -94, -63, 80, -38, -18, 53, -77, -47, 88, 65, -65, 53, 1, 38, 96, -79, 53, 98, 38, -16, 85, 46, -61, -31, 93, -92, -18, -17, -47, -91, -12, 98, -1, -78, -65, -67, 36, 50, 70, 46, -77, -50, 68, 73, 57, -87, -9, -96, 58, -60, 48, 80, 66, -38, -59, 52, -83, -69, 78, 18, -53, 11, 19, 19, 92, 95, 39, 64, 38, 93, -13, 44, 5, -68, -52, 76, -63, -68, -81, 74, 39, -66, 77, -87, -46, -28, -52, 96, 59, -81, 20, 91, 19, 56, -38, -50, -10, 84, -6, -7, -9, -77, 58, 30, 66, 91, -69, -2, -70, 100, 50, -89, -42, 81, -21, -96, -50, -77, -28, 84, 23, 19, -37, 50, -92, 1, -84, 71, -32, -32, -92, -26, -23, 67, 43, 76, 30, 25, 96, -90, 39, -49, -19, -34, -51, 36, -63, 13, -83, 48, -24, -10, 99, 25, 35, 22, -60, 10, 63, 88, -58, 1, 3, -89, 0, -43, -45, 20, 21, 32, -29, 48, 66, -72, -47, -27, -46, 63, -71, -55, -6, 17, -29, -34, 30, -80, 45, 31, 48, 17, -18, -29, 29, -83, -73, -28, 88, 26, 85, -40, 74, -7, -86, 22, -10, 8, -55, -97, 59, 5, -37, -62, 86, 14, 95, 66, -50, 41, 46, -91, 68, -68, -17, -65, -22, -54, -68, 46, -5, 76, 11, -32, -89, 44, -47, -51, -24, 5, -27, 2, 27, -42, 56, -99, -28, -55, 64, -72, -2, 13, 44, -51, -50, -77, -39, 95, 13, -5, -90, 9, -9, 18, -31, 12, -31, 1, 29]
[-42, -9, -34, -9, 84, 84, -12, 45, -81, -73, -2, 14, -5, 49, -71, 71, 58, -6, 92, 15, -50, -71, -84, 38, -24, -93, -35, 62, 78, 86, -9, 74, 89, -86, 57, 4, 52, 89, -61, 82, -99, -80, -31, 15, 34, -59, 5, 95, -12, 50, 42, -4, 64, -61, -49, 69, 22, 30, 82, 5, 47, 60, -5, 79, -24, 6, 78, 21, 81, -57, 35, -32, -37, -100, 62, 3, 1, -67, -74, -94, -16, -27, 50, 80, 90, 8, 34, 8, 11, -80, -96, -87, 74, -87, 70, 39, -82, -100, -37, 4, 58, 73, -69, -43, -71, 87, 64, 0, -72, 44, 95, -1, -59, 19, 23, 67, -25, 17, 36, 24, 22, -90, 80, -97, -79, -50, -30, 63, -63, -98, 1, -6, 40, 84, 69, -56, 58, -92, -97, -73, -40, 82, -96, -76, -1, 6, 58, 97, -15, -57, 3, 99, 76, -86, -96, -97, 74, 79, -11, -64, 27, -50, 35, -55, -96, 42, 40, 81, 75, -31, 44, 19, -14, 57, -70, 8, -31, -91, -54, -7, -30, -88, 82, 78, -88, 92, 57, 63, -17, -98, 70, -82, 75, 9, -22, -63, -60, 41, 73, 3, 41, 4, 75, 13, 53, -86, -41, 76, -96, -6, 84, 2, 0, -11, -97, 39, 73, 0, 55, -58, -26, -55, -21, 31, -5, -39, 76, 77, -90, 8, 36, -90, 82, 63, 96, 88, 28, 3, 69, 15, -45, 11, 43, 80, -77, 54, 63, -72, -72, 8, 70, 21, -2, -56, -44, -82, -50, -12, 11, 60, -86, -50, 62, -46, 2, 17, -34, 26, 68, -75, 16, -5, -96, 57, 25, 70, -23, -76, 55, -39, 84, 76, 9, 64, 15, -98, 33, -25, -34, -2, 63, 15, -99, 81, -29, 8, -92, -55, 3, 55, -34, 22, 9, -37, -94, -26, 99, -19, -80, -96, 48, -95, 8, -60, 8, -1, -22, -19, -81, -91, 38, -3, 18, -58, 49, 78, -84, -7, -69, 76, -84, -9, -81, -50, 46, -43, 62, 87, -86, 14, 12, 61, 61, -66, -21, -84, -35, 6, -40, 94]
[-100, 38, -17, 95, -2, 71, 92, -78, -5, -67, -15, 67, 22, 95, -27, -88, -18, 81, -72, -80, -52, -87, 24, 91, -73, 11, 80, -33, 51, -9, -97, 73, 73, 55, 89, 34, -33, -78, 13, -93, -96, -32, -25, 15, -40, 40, -79, -3, 12, -83, 98, 68, 31, 8, 7, -45, 79, 82, 95, 70, 45, 19, 24, -73, -25, 63, 59, -62, -14, 91, -3, -11, 7, 10, -4, 72, 69, 45, -47, -15, -22, 59, -49, 87, 87, -40, 69, 84, -44, 92, 83, -94, 71, -20, -11, -89, -30, -74, 70, -66, -75, 29, -78, 79, 82, -46, 51, -17, 18, 14, -77, 65, 59, 86, 39, 31, -46, -96, -92, 48, 69, 22, 44, -91, 93, 69, -25, 83, 79, 24, 87, 72, -33, 23, -57, 45, 78, -84, 15, -83, -33, -7, 71, -50, -61, 23, -61, 32, 89, -81, 19, -9, -26, 0, -96, -4, -39, 64, 35, 96, 94, 37, -60, -85, -44, 68, -90, 77, 35, -11, -83, -86, -63, 1, -28, 3, -57, -3, 45, -35, 92, -1, 76, -59, -57, 42, -60, -44, -96, 4, 71, -57, 82, 37, 28, -4, 89, -90, -69, 61, 9, -18, -32, 41, -75, 92, 25, 66, -76, 28, 22, -57, -81, -85, 9, 28, -10, 30, 80, -30, 100, 86, -93, -45, 99, 90, 81, 14, -23, -94, 35, 69, -42, 31, 93, -89, -91, 93, -95, -96, 82, -80, 21, 43, -88, -53, -89, 68, 48, 30, -74, -39, -42, -23, 59, -32, 52, 12, 73, 70, -65, 39, -65, 10, 26, -51, -58, 69, -100, 47, 4, 43, -57, 68, 61, 63, 10, -67, 87, 89, 27, -68, 61, 99, -8, 36, -39, -24, -53, 66, 2, 89, -73, -43, 84, 50, -73, -41, -54, 73, -88, -2, -89, 7, -29, 70, -42, -63, -10, -70, 68, -86, -9, 32, -76, -41, -20, 43, 0, 76, -88, 77, -77, -55, 89, 4, -37, 72, -48, -36, -95, 95, 69, 63, -6, -4, -71, -3, -26, -25, -77, 25, 40, -55, 47, -66, -7, -98, 86, 35]
[52, 78, 100, 72, -23, 81, 43, -42, 36, -84, -89, -6, -78, 31, -52, 84, 63, 84, -10, -41, -91, -32, 33, -59, 28, 27, -98, -13, -41, -78, -69, -1, -17, -49, 18, 80, 84, 75, 32, 56, -47, -40, 0, 65, 44, 71, -30, -77, 65, -25, -37, 46, 67, 19, 99, -78, 8, 6, 4, 77, -98, 69, 38, 48, 51, 63, 59, -12, -16, -10, 46, 88, 89, 4, 24, 37, -28, -44, -74, 75, 74, -82, 19, 56, -43, -28, 29, 59, 16, -29, 64, -63, 19, 89, -79, 87, 91, -10, -26, -86, 10, -98, -26, -70, -45, 62, 85, -62, -9, -37, 72, 5, 18, -53, -16, 54, -79, 30, 16, -21, 25, -20, 86, 69, -96, -4, 5, -95, -30, -65, 78, -14, -37, 40, -71, 37, -83, 38, -72, 41, 69, -97, 93, -90, 12, 42, 16, -47, 34, 13, 43, -15, 42, -61, -7, 43, 35, -2, 34, 49, 86, -87, 56, -90, 95, 23, -80, -16, -66, -4, 39, 30, 79, -1, 67, 7, -51, -79, -79, 8, 53, -53, -90, -91, -25, 8, -96, 99, 9, -71, 28, -13, 48, 15, -30, 34, 0, -66, 65, -11, -48, -74, -97, -37, 38, 87, 31, -59, -84, 89, 72, -1, -65, -79, -19, -88, -54, 11, 46, 82, -37, -92, -76, -53, 71, -19, -10, -80, 49, -71, 33, -63, 51, -36, -73, 92, 43, -49, 48, -89, 73, -18, 63, -62, 72, 48, -2, -2, 66, 62, 48, -36, -12, 93, -98, 67, 31, -55, 82, 89, 88, 88, 49, 60, -31, 4, -31, -56, 95, 24, -49, 3, -66, 97, -65, -93, -92, 3, -94, -46, 99, -32, -41, -33, -64, 5, 18, 72, -9, 2, 92, -44, 49, 24, 73, 51, -79, 48, 80, -47, 53, -79, 95, 38, 59, -37, 6, -19, -41, 42, -78, -51, 32, -76, 21, -88, 45, -50, -4, -10, -70, -38, 42, -85, 83, -83, 12, 9, -64, -50, -22, -57, 33, 6, 40, -38, -9, 31, 24, 63, -58, 42, 35, 90, -21, -71, -100, -58, 2, 44]
[17, -16, 52, 31, -93, -41, -3, 70, -13, 48, -52, -42, -53, -60, 75, -87, -48, 20, 54, 11, -14, 27, -27, 53, 30, -82, -45, -39, 13, -43, 91, 84, -4, -9, -53, -80, -17, 40, 19, 43, 38, -5, 86, 13, -8, -55, 34, 62, 56, -62, 76, -47, 14, 32, -26, 95, 46, 71, 53, 53, -93, 47, 74, 94, 95, -31, 27, 91, -77, 15, 21, -5, -83, 96, -72, 71, -45, -31, -6, 39, -14, 35, 9, -61, -72, -47, -13, 46, 65, 26, 90, 16, -12, 17, -42, -29, -98, 64, 84, 14, 76, 97, 24, 44, -67, 36, -92, -53, -72, -51, -64, 76, -60, -84, 99, -40, -32, -65, 81, -88, -86, 82, -41, 25, -81, -59, 38, -45, 64, -63, 75, 84, 98, 62, 30, 65, 11, 94, 96, 31, 15, -100, 10, -62, 62, -26, -8, 32, 24, -11, -51, 0, -13, 89, -23, 66, 24, -75, -62, -65, -95, -53, -32, -36, 99, -69, 3, -47, -97, 48, 27, -28, 4, -14, -5, 12, 22, -24, 24, -34, 83, -5, -86, 81, 91, 52, 24, -52, -4, -52, 48, 53, -19, -30, 5, 9, -56, -98, 33, 87, -95, 70, -41, 13, 50, -47, -82, 91, 67, 80, -46, -2, -80, 13, 12, 62, -97, -77, -94, -10, -54, -64, -74, -59, -76, 68, -89, 37, 16, -18, -94, 28, 53, 99, -34, 2, -87, 88, 81, 99, -60, 57, 30, 95, -34, 18, -38, 55, 75, 66, -52, -19, 39, 62, 22, 13, 77, 99, 77, 2, 78, -55, -17, 86, -43, 28, 11, 20, 61, -77, 10, 73, -81, 92, -31, 43, 16, 66, 8, -79, -71, 5, 59, 69, -48, 1, 3, 16, -32, -58, -94, 57, 6, 33, 84, -68, 3, 68, -95, -48, -76, 73, 87, -47, -42, 28, -52, 21, -74, 90, -83, -47, -18, -52, -62, 95, -83, -59, -92, -62, 35, -30, -30, 34, 36, 18, 8, -81, 12, 40, -80, 3, 68, 24, 46, 58, -45, 23, -63, 50, -75, 18, 50, -32, -70, -6, -90, 94, -22, -93]
[69, -18, -91, -76, 26, -88, -13, 77, 44, 12, -27, 5, 65, -24, 33, 78, 49, -62, -25, -3, 14, -38, -15, 67, -36, -74, 99, 5, -25, 77, 85, -3, -87, 88, -38, -73, -12, 10, 37, -74, -22, 18, -45, 12, -31, 28, 2, 83, 33, -74, 45, -9, 16, 44, -30, 71, 22, 15, -72, -92, -88, -33, -61, 56, -63, 9, -38, -19, -99, 91, -2, -70, -80, 96, -54, -85, 21, -67, -11, -18, -5, 99, -24, 24, 30, 63, -61, 80, -81, -21, 46, -83, 83, -72, 91, 96, 47, 24, 90, -57, -44, 99, -75, 24, -6, -91, -81, -1, 99, 14, -47, -95, -53, 10, -2, 51, 72, 88, 88, 88, -8, -46, 79, 86, 54, -38, 7, -60, 44, 27, 59, 64, 20, 5, 81, 94, 66, -77, 70, -44, -17, -98, -27, -40, 55, 16, -56, -33, -61, 3, 36, 73, 44, -91, -1, 68, 70, -3, -71, 53, 86, 42, -59, 21, 49, -23, 18, -45, 29, 54, -63, 45, 79, 29, -57, 57, 81, -63, -52, -91, -68, 6, 43, 9, 90, -31, 44, 67, -17, 14, 6, -33, 83, -24, 41, 1, -79, 60, 80, -38, -55, -99, 90, -27, -9, 9, 47, 10, 60, -34, -8, 63, 63, 80, 26, 81, 8, 64, 75, -47, 14, -24, -25, -53, 26, -80, -51, -85, -17, -88, -19, -64, -2, 69, -66, 46, 37, -64, 14, -53, -88, -36, 18, -42, 16, 4, 29, 97, -18, 28, -61, 24, 50, -90, 40, -13, 13, 58, 39, 15, 99, -46, 2, 25, -41, -75, 4, 96, -38, -57, -98, 6, -58, 86, 81, -49, -98, 26, 22, -17, 33, 11, 29, -32, 14, 37, -97, 43, 22, -92, -99, -9, 61, -20, -78, -79, 69, 91, 78, 99, -11, -69, 14, 32, 65, -14, 1, 67, 65, -43, 27, -33, -74, 85, -12, -36, -48, -54, 74, 96, 14, 3, -100, -17, -41, 61, -44, 42, -1, -60, -91, -18, 26, -68, 66, 57, 60, -59, 20, 27, 83, 8, 72, -45, -93, 6, 27, -75, 60, 57]
[98, -45, 46, 56, 93, -57, 100, 47, -23, -8, -12, 96, -21, 54, -55, 17, 68, -69, 14, -62, -1, 99, 64, 70, 42, 80, -87, 84, -93, 65, -68, -9, 43, 49, 76, -24, -23, -89, -17, -48, 29, -13, 50, -79, 58, 34, 93, 64, -32, 96, 13, -76, -76, -39, 35, -31, -63, -37, 30, 48, 18, -19, 29, -65, 17, -93, 3, -73, 75, 92, 74, -88, -70, 56, 7, 21, 98, 44, -9, -37, 50, 19, -3, -38, -52, -86, 54, -24, 69, 90, 87, 18, -52, 20, 71, -68, 92, 54, -62, -96, -16, 26, -23, -81, 79, -36, -51, -75, 8, -52, 54, -61, 8, -13, 54, 32, 34, 65, -79, 42, 72, 68, 6, -94, -68, 86, -4, 8, -26, 33, -89, -69, 84, 13, 43, -4, 19, 92, -15, 16, 77, -27, 9, -22, -97, -17, -56, 63, 77, 13, -14, 96, -45, -16, -62, 42, 92, -51, 68, -45, 14, -53, 16, 63, 88, 81, -92, -89, 98, -23, -54, 22, -89, -63, 36, -32, -66, -42, 0, 79, 85, 39, 12, -14, 99, -52, -52, 96, -71, -54, -1, 73, 62, -44, -32, -2, -68, 57, -52, 41, 81, -60, 55, -46, 80, 53, 28, -36, -33, -87, 62, -15, -88, 17, 26, -4, 97, -36, 88, 92, -23, 42, 15, -23, -87, 29, 20, 5, -45, -5, -93, 73, -63, 38, -6, 71, -59, -65, -82, -50, -72, -96, 22, 80, -27, 12, -96, -12, -14, 80, 36, 97, -31, 66, -39, 88, 6, 55, -40, -30, 67, -65, 71, -47, 23, -79, -48, 88, -76, -28, -90, -56, -77, 70, 3, -52, -40, -81, -71, 22, -8, -93, 3, 92, 90, 49, 70, 65, 85, 87, 14, -16, 40, -16, -27, 86, 51, -44, 6, 40, 93, -91, 48, 14, -61, -28, -4, 60, 34, -25, 85, -21, 5, 94, 64, 10, 2, 49, -31, -47, -77, 67, 30, 50, -88, 52, 99, 100, -32, -88, -93, -24, -19, 95, 85, 0, -8, 79, -93, 85, 31, 32, 60, 54, -97, -65, 60, -84, -48, -68]
[-84, 36, 20, 64, 81, 33, 8, 37, 29, 7, -38, 94, 48, 78, -57, 89, 52, -54, -92, -66, 74, -32, 59, 43, -29, -81, 19, -38, -13, 26, -63, 21, 58, -62, 58, 71, -39, 48, -11, -63, 58, 27, -36, 5, -57, -72, -99, -53, -45, -51, 57, -15, 5, -73, -2, -25, 17, -85, -8, -6, -36, -48, -9, -36, -39, 86, -100, 92, -2, 21, -8, -16, -30, 69, -53, 95, -83, 83, -81, 37, -99, 24, 86, 73, 74, 6, -64, -48, 99, -92, 62, 20, -60, 64, 34, 76, 58, 2, -36, -96, 30, -96, 49, -50, -37, 46, 92, 44, 2, -12, 0, 63, -33, 23, -13, 52, -71, 29, 0, 93, 1, 93, -85, 28, 16, 91, -43, -68, 67, -14, -37, 47, -7, 64, 27, 16, 41, -79, -75, 60, -7, -11, -84, 1, -82, -55, -39, -50, 13, 77, -91, 64, -48, 69, -76, -23, 96, 99, -28, 51, 48, 33, -41, 69, 65, -73, -30, -34, -8, -57, 66, -4, 72, -38, 47, -35, 63, -67, -55, -33, -33, 26, -55, 75, -80, -23, 76, 33, -20, 43, -59, -72, 72, 41, -25, -52, 13, 39, 36, 27, 65, 46, 58, 57, -21, -88, -50, -29, -24, 93, 2, 4, 84, 89, 11, -81, -63, -24, 51, -10, -40, -94, -40, 61, -43, -48, 53, -50, -48, 32, -17, 54, -90, -39, -69, -71, -95, -2, -84, -15, -79, 9, -55, -3, 42, 18, -80, -18, -73, 8, 49, 12, 52, -24, 43, 10, -53, 85, 2, 25, 34, 24, 58, 79, 61, 5, -25, 63, 66, -52, 13, 97, -90, -6, -22, 52, -64, 43, 78, 23, -100, -99, 78, 76, -61, -80, 57, 95, 58, 27, 21, 91, -92, -42, 96, -85, 62, -62, 82, 25, 24, -27, 28, -61, -86, 76, 70, -99, -1, -8, -11, 52, -46, -37, 62, 56, -69, 56, -95, 34, 42, 25, -71, -30, 27, 81, 23, 71, 36, -70, 32, -94, 12, 36, 13, 79, -8, -42, 66, 11, 17, -90, 37, 55, 57, 26, 24, 37, -9, -17]
[-77, 76, -78, 32, 52, -39, -46, -91, 55, -74, 10, -78, 21, 69, -25, -25, 61, 1, -79, -92, 74, 14, -55, 41, 53, -30, -35, -96, 64, 42, -19, 51, -35, 64, 3, 74, 43, 67, 18, 45, 30, -78, 2, -35, -56, -87, 9, 32, -46, 52, -59, -96, 61, 59, -51, -10, -10, 55, 71, 100, 43, -43, -40, 71, 75, -79, 90, -58, 1, -8, -83, 8, 38, -3, -80, 74, -53, -87, 87, 58, -2, -43, 66, -31, -19, 27, 17, 28, -77, -6, 92, -71, -16, -31, 83, 76, -63, 62, -100, -61, 55, 82, -15, -99, 90, 100, -60, -84, -71, -19, 8, -3, -8, -7, 50, 1, -62, -41, 13, -50, 39, 4, 11, -80, -56, -74, -28, 31, -95, 63, -5, -64, -34, 6, -65, -99, -75, 52, 64, 97, 8, -28, 4, 27, 75, -84, 55, 77, 58, -38, -3, -7, -12, -100, -71, -64, -34, 14, -60, 85, 73, -44, 0, -79, 43, 75, 25, -62, 97, 85, -84, -97, -21, 61, -83, -72, 56, -81, -81, -89, 96, -52, -11, 96, -22, 69, 7, -18, 63, -23, 62, -97, -63, -84, -7, 76, 25, -64, 72, -59, 6, -80, 38, 72, -18, -84, -68, -59, 14, -63, -84, 77, 32, 99, -100, 95, 95, -72, -95, -76, -74, 95, -80, -31, 69, -98, -28, 3, -70, -24, -30, 98, -4, -63, -37, 28, -37, 49, 13, 64, -89, -40, -83, 96, 46, -32, 38, -37, 17, 4, 53, 8, 11, -6, -40, 87, -84, 72, -8, -61, 39, 82, -72, -54, 94, -97, 35, -24, 29, -84, -45, 2, 82, 37, 41, -54, 13, -93, 26, 86, -79, 89, -13, -20, -77, -97, 34, -18, 19, 35, 24, -92, -39, -76, -48, 41, -3, 33, 64, -30, 13, 5, 14, 66, 81, -41, 33, 59, 67, -7, 8, -34, -33, -67, -97, -98, -75, 91, 56, -57, 47, -50, 3, -37, -56, -25, -28, -34, 68, 12, 68, -38, -38, -78, 34, 34, 68, -100, 62, -71, 2, 65, -95, -83, 48, -41, 0, -35, 16, 45]
